age,artist,designer,dominio,imagem,mecanicas,media,notaRank,notas,numOfPlayers,position,timeOfPlay,title,year
 10 + ,"Martin Hoffmann,Claus Stephan",Matthias Cramer,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1901_t.jpg,"Alocação de Trabalhadores,Controle/Influência de Área,Leilão,Votação",8.14,7.52,83,2 a 5 jogadores ,501º,60 min,Lancaster, (2011)
 8 + ,Claus Stephan,Phil Walker-Harding,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/7739_t.jpg,"Gestão de Mão,Colocação de Peças,Controle/Influência de Área",7.70,7.52,287,2 a 4 jogadores ,502º,45 min,Cacao, (2015)
 14 + ,,Richard Garfield,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/19321_t.jpg,"Gestão de Mão,Jogadores com Diferentes Habilidades",7.76,7.54,235,2 jogadores ,487º,45 min,KeyForge: Call of the Archons, (2018)
 12 + ,"Christopher Burdett,Scott Okumura,Peter Whitley,Henning Ludvigsen,Anthony Waters","Charlie Catino,Steven Kimball",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/4_t.jpg,"Controle/Influência de Área,Rolagem de Dados,Tabuleiro Modular",7.84,7.52,161,2 a 4 jogadores ,506º,90 min,Nexus Ops, (2005)
 8 + ,Klemens Franz,Alexander Pfister,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/5639_t.jpg,"Seleção de Cartas,Force sua sorte,Colecionar Componentes",7.65,7.54,482,2 a 5 jogadores ,485º,30 min,Port Royal, (2014)
 8 + ,"Justin Chan,Chris Quilliams",Emerson Matsuuchi,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/14958_t.jpg,"Colecionar Componentes,Construção de Baralho/Peças,Gestão de Mão,Seleção de Cartas",8.21,7.54,77,2 a 5 jogadores ,489º,45 min,Century: Golem Edition, (2017)
 12 + ,Harald Lieske,Friedemann Friese,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/5017_t.jpg,"Construção de Rotas,Leilão",8.64,7.54,47,2 a 6 jogadores ,486º,120 min,Power Grid deluxe: Europe/North America, (2014)
 10 + ,"Loïc Billiau,Harald Lieske",Matthias Cramer,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/659_t.jpg,"Colecionar Componentes,Colocação de Peças,Especulação Financeira,Rolagem de Dados,Linha de Tempo",7.90,7.52,136,2 a 5 jogadores ,503º,60 min,Glen More, (2010)
 14 + ,"Steve Argyle,Josh Derksen","Josh Derksen,Thomas M. Gofton,Aron Murch",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/18278_t.jpg,"Colocação de Peças,Cooperativo,Movimento em Grades,Rolagem de Dados,Tabuleiro Modular",8.27,7.54,71,1 a 4 jogadores ,488º,120 min,Terminator Genisys: Rise of the Resistance, (2018)
 8 + ,Klemens Franz,Uwe Rosenberg,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/11672_t.jpg,"Alocação de Trabalhadores,Colecionar Componentes",8.55,7.55,52,1 a 4 jogadores ,481º,45 min,Agricola: Family Edition, (2016)
 6 + ,Igor Polouchine,"Denis Blanchot,Guillaume Gille-Naves,Igor Polouchine",Jogos Infantis,https://storage.googleapis.com/ludopedia-capas/22193_t.jpg,"Reconhecimento de Padrão,Tempo real",7.91,7.54,141,2 a 8 jogadores ,484º,15 min,Dobble: Waterproof, (2019)
 14 + ,,Paul Peterson,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/10772_t.jpg,"Gestão de Mão,Controle/Influência de Área,Jogadores com Diferentes Habilidades",7.79,7.55,221,2 a 4 jogadores ,478º,45 min,Smash Up: Ficção Científica em Dose Dupla Nível 8000, (2016)
 13 + ,"Lina Cossette,David Forest",Orin Bishop,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/5408_t.jpg,"Seleção de Cartas,Ação Simultânea,Jogadores com Diferentes Habilidades,Rolagem de Dados,Tabuleiro Modular",7.89,7.54,152,2 a 8 jogadores ,482º,45 min,Steampunk Rally, (2015)
 14 + ,"Eric Bourgier,Cari,Vincent Dutrait,Sylvain Guinebaud,McCambridge,Didier Poli,Pascal Quidault,Emmanuel Roudier","Matthew Dunstan,Brett J. Gilbert",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/6916_t.jpg,"Colecionar Componentes,Seleção de Cartas",7.95,7.56,135,2 a 4 jogadores ,477º,60 min,Elysium, (2015)
 14 + ,"Josh Cappel,Satya Hody,Hans-Georg Schneider","Jay Cormier,Sen-Foong Lim",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1128_t.jpg,"Gestão de Mão,Alocação de Trabalhadores,Controle/Influência de Área,Seleção de Cartas,Jogadores com Diferentes Habilidades",8.06,7.56,104,2 a 5 jogadores ,476º,120 min,Belfort, (2011)
 10 + ,Andrew Bosley,William Attia,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/23061_t.jpg,Alocação de Trabalhadores,8.32,7.55,68,2 a 5 jogadores ,479º,90 min,Caylus 1303, (2019)
 8 + ,,Shem Phillips,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/22067_t.jpg,"Alocação de Trabalhadores,Colecionar Componentes,Rolagem de Dados,Seleção de Cartas",8.04,7.57,111,1 a 4 jogadores ,471º,30 min,Noctiluca, (2019)
 12 + ,"Paul Niemeyer,James Provenzale",Glenn Drover,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/12_t.jpg,"Alocação de Trabalhadores,Colecionar Componentes,Controle/Influência de Área",8.14,7.54,87,2 a 5 jogadores ,483º,120 min,Age of Empires III: The Age of Discovery, (2007)
 12 + ,Alexandre Roche,Xavier Georges,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/602_t.jpg,"Alocação de Trabalhadores,Colocação de Peças,Rolagem de Dados",8.09,7.55,97,2 a 5 jogadores ,480º,90 min,Carson City, (2009)
 14 + ,"Débora Mini,Deise Lino","Felipe Galery,Gabriel Santana",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/23093_t.jpg,"Colecionar Componentes,Movimento de Área,Movimento em Grades,Colocação de Peças,Ordem de Fases Variável,Tabuleiro Modular",8.99,7.56,37,2 a 6 jogadores ,474º,90 min,Vela, (2019)
 12 + ,"Miguel Coimbra,Fabio Gorla,Federico Musetti","Andrea Chiarvesio,Pierluca Zizzi",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/5018_t.jpg,"Construção de Baralho/Peças,Controle/Influência de Área,Jogadores com Diferentes Habilidades,Movimento de Área",8.12,7.57,96,2 a 6 jogadores ,469º,90 min,Hyperborea, (2014)
 12 + ,Czarnè,Heinz-Georg Thiemann,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/482_t.jpg,"Negociação,Especulação Financeira,Leilão",8.13,7.57,95,2 a 5 jogadores ,468º,120 min,Planet Steam, (2008)
 14 + ,"Ossi Hiekkala,Jere Kasanen",Kalle Malmioja,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/11436_t.jpg,"Vazas/Truques,Colocação de Peças,Gestão de Mão",7.78,7.57,246,2 a 5 jogadores ,472º,40 min,Honshu, (2016)
 14 + ,"Mike Mignola,Jose David Lanza Cebrian","James M. Hewitt,Sophie Williams",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/18189_t.jpg,"Cooperativo,Jogadores com Diferentes Habilidades,Movimento de Área,Rolagem de Dados,Tabuleiro Modular",8.35,7.57,68,1 a 4 jogadores ,470º,90 min,Hellboy: The Board Game, (2019)
 10 + ,"Sébastien Lamirand,Igor Polouchine,Régis Torres,Alexey Yakovlev",Richard Garfield,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/4302_t.jpg,"Eliminação de Jogadores,Rolagem de Dados,Seleção de Cartas,Controle/Influência de Área,Force sua sorte,Alocação de Trabalhadores,Colecionar Componentes,Jogadores com Diferentes Habilidades,Movimento de Área,Toma essa",7.77,7.57,260,2 a 6 jogadores ,473º,40 min,King of New York, (2014)
 12 + ,Michael Menzel,Dirk Henn,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/759_t.jpg,"Ação / Movimento Programado,Ação Simultânea,Controle/Influência de Área,Leilão,Movimento de Área,Ordem de Fases Variável",8.12,7.58,99,3 a 5 jogadores ,464º,150 min,Shogun, (2006)
 8 + ,Phil Walker-Harding,Phil Walker-Harding,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/2528_t.jpg,"Ação Simultânea,Gestão de Mão,Colecionar Componentes,Seleção de Cartas",7.63,7.58,1122,2 a 5 jogadores ,463º,15 min,Sushi Go!, (2013)
 14 + ,Ismaël Pommaz,Pierre-Yves Lebeau,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/20061_t.jpg,"Gestão de Mão,Jogo em Equipe,Blefe",8.01,7.58,125,4 a 10 jogadores ,461º,20 min,Nosferatu 2nd Edition, (2018)
 10 + ,"Fyodor Ananiev,Mateusz Bielski,Grzegorz Bobrowski,Tomasz Larek,Florent Llamas,Fernando Olmedo,Lukasz Poduch,Rafał Szyma,Aleksander Tutaj","Grant Rodiek,Michał Oracz,Michał Walczak",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/10717_t.jpg,"Gestão de Mão,Construção de Baralho/Peças,Controle/Influência de Área,Jogadores com Diferentes Habilidades,Movimento de Área",7.92,7.58,157,2 a 4 jogadores ,460º,120 min,Cry Havoc, (2016)
 8 + ,"Albertine Ralenti,Gérald Guerlais",Antoine Bauza,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/570_t.jpg,"Gestão de Mão,Colocação de Peças,Cooperativo,Memória,Dedução",7.63,7.57,984,2 a 5 jogadores ,466º,30 min,Hanabi, (2010)
 12 + ,"Kerem Beyit,Daarken,Jason Engle,Dan Scott,Ben Wootten","Chris Dupuis,Peter Lee,Kevin Tatroe,Rodney Thompson",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/76_t.jpg,"Gestão de Mão,Campanha/ Batalhas Dirigidas por Cartas,Movimento de Área",8.18,7.58,89,2 a 4 jogadores ,458º,90 min,Dungeon Command: Heart of Cormyr, (2012)
 8 + ,,,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/531_t.jpg,Jogo em Equipe,7.97,7.58,136,2 a 4 jogadores ,462º,30 min,Crokinole, (1867)
 9 + ,"John Ariosa,Gary Simpson",Colby Dauch,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/399_t.jpg,"Gestão de Mão,Jogadores com Diferentes Habilidades,Movimento de Área,Rolagem de Dados",7.82,7.59,227,2 a 4 jogadores ,456º,30 min,Summoner Wars: Phoenix Elves vs Tundra Orcs, (2009)
 12 + ,Tiago Sousa,Reiner Knizia,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/769_t.jpg,"Colecionar Componentes,Leilão,Force sua sorte",7.88,7.56,167,2 a 5 jogadores ,475º,60 min,Ra, (1999)
 10 + ,Edu Reis,Edu Reis,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/14015_t.jpg,"Gestão de Mão,Jogadores com Diferentes Habilidades,Ordem de Fases Variável,Reconhecimento de Padrão,Seleção de Cartas",8.11,7.59,102,1 a 4 jogadores ,455º,30 min,Tá na Mesa, (2018)
 9 + ,John Yianni,John Yianni,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/1922_t.jpg,"Colocação de Peças,Movimento em Grades",8.37,7.58,67,2 jogadores ,465º,20 min,Hive Carbon, (2011)
 12 + ,Ian O'Toole,"Sébastien Dujardin,Xavier Georges,Alain Orban",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/19005_t.jpg,"Alocação de Trabalhadores,Movimento Ponto-a-Ponto,Seleção de Cartas",8.35,7.59,71,1 a 4 jogadores ,452º,60 min,Black Angel, (2019)
 13 + ,"Jason D. Kingsley,Chris Ostrowski",Kane Klenko,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/6411_t.jpg,"Cooperativo,Jogadores com Diferentes Habilidades,Sistema de Pontos de Ação,Tabuleiro Modular,Movimento em Grades,Pegar e Entregar,Rolagem de Dados",7.75,7.57,311,2 a 5 jogadores ,467º,60 min,Dead Men Tell No Tales, (2015)
 12 + ,"Kerem Beyit,Daarken,Jason Engle,Dan Scott,Ben Wootten","Chris Dupuis,Peter Lee,Kevin Tatroe,Rodney Thompson",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/77_t.jpg,"Gestão de Mão,Campanha/ Batalhas Dirigidas por Cartas,Jogadores com Diferentes Habilidades,Movimento de Área",8.30,7.59,76,2 a 4 jogadores ,451º,90 min,Dungeon Command: Tyranny of Goblins, (2012)
 13 + ,"Anca Albu,Bogdan Antoci,Jack Kaiser,Francesco Orrù,Rafael Dioli,Kim Van Deun","Andrea Barbari,Francesco Gioacchini,Giacomo Neri,Riccardo Neri,Riccardo Parmeggiani",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/22306_t.jpg,"Movimento em Grades,Construção de Baralho/Peças,Gestão de Mão,Jogadores com Diferentes Habilidades,Seleção de Cartas,Sistema de Pontos de Ação,Tabuleiro Modular",9.16,7.59,34,2 a 8 jogadores ,454º,60 min,Skytear, (2019)
 12 + ,Michael Menzel,Michael Keller (II),Jogos Expert,https://storage.googleapis.com/ludopedia-capas/14567_t.jpg,"Alocação de Trabalhadores,Controle/Influência de Área,Negociação",8.17,7.58,91,2 a 4 jogadores ,459º,120 min,Agra, (2017)
 8 + ,Chris Quilliams,Emerson Matsuuchi,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/16853_t.jpg,"Construção a partir de Modelo,Gestão de Mão",7.93,7.61,174,2 a 4 jogadores ,435º,45 min,Reef, (2018)
 12 + ,"(Uncredited),Philippe Guérin,Chris Quilliams,Yuka Saitoh",Naoki Homma,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/5533_t.jpg,"Gestão de Mão,Colecionar Componentes,Seleção de Cartas",7.75,7.62,413,2 a 6 jogadores ,431º,45 min,Parade, (2007)
 8 + ,Adam Rebottaro,"Christopher Badell,Paul Bender,Adam Rebottaro",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/181_t.jpg,"Cooperativo,Jogadores com Diferentes Habilidades",7.72,7.59,395,2 a 5 jogadores ,457º,60 min,Sentinels of the Multiverse, (2011)
 14 + ,Diego Sanchez,Marcos Macri,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/1844_t.jpg,"Colecionar Componentes,Movimento Ponto-a-Ponto",7.74,7.61,442,2 a 4 jogadores ,432º,60 min,Dogs, (2013)
 10 + ,"Cyrille Daujean,Julien Delval,Jesper Ejsing,Bruno Faidutti,Didier Graffet,Bjarne Hansen,Darrell Hardy,Florence Magnin,Jean-Louis Mourier,Scott Nicely,Christian T. Petersen,Brian Schomburg,Richard Spicer",Bruno Faidutti,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/896_t.jpg,"Jogadores com Diferentes Habilidades,Ordem de Fases Variável,Seleção de Cartas,Blefe",7.66,7.62,1217,2 a 8 jogadores ,428º,60 min,Citadels, (2000)
 14 + ,James Colmer,Martin Wallace,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/14672_t.jpg,"Construção de Rotas,Linha de Tempo,Marcadores e Hexágonos,Seleção de Cartas,Sistema de Pontos de Ação",8.04,7.61,128,1 a 4 jogadores ,433º,30 min,AuZtralia, (2018)
 12 + ,Tomas Kucerovsky,"Vlaada Chvátil,Scot Eaton",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/13677_t.jpg,"Cooperativo,Force sua sorte,Dedução",7.96,7.62,162,2 jogadores ,427º,30 min,Codenames Duet, (2017)
 13 + ,Tomas Kucerovsky,Vladimír Suchý,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/94_t.jpg,"Gestão de Mão,Alocação de Trabalhadores,Sistema de Pontos de Ação,Especulação Financeira",7.90,7.59,172,2 a 5 jogadores ,453º,60 min,Last Will, (2011)
 10 + ,Lalanda Hruschka,Stefan Feld,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/19349_t.jpg,"Colocação de Peças,Seleção de Cartas",8.08,7.61,116,2 a 4 jogadores ,434º,60 min,Carpe Diem, (2018)
 10 + ,"Andrew Hepworth,Jeff Himmelman,Noboru Sugiura",Seiji Kanai,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/321_t.jpg,"Gestão de Mão,Eliminação de Jogadores,Blefe,Dedução",7.67,7.62,1068,2 a 4 jogadores ,426º,20 min,Love Letter, (2012)
 10 + ,"Dennis Lohausen,Wolfgang Warsch",Wolfgang Warsch,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/18005_t.jpg,"Construção de Baralho/Peças,Force sua sorte",8.40,7.62,70,2 a 4 jogadores ,425º,45 min,The Quacks of Quedlinburg, (2018)
 12 + ,"Cara Judd,Anders Olausson,Robin Olausson,Christophe Swal,Cyril Van Der Haegen",Carl Chudyk,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1078_t.jpg,"Gestão de Mão,Colecionar Componentes,Campanha/ Batalhas Dirigidas por Cartas,Colocação de Peças,Linha de Tempo,Posicionamento Secreto,Seleção de Cartas,Toma essa",8.06,7.62,124,2 a 4 jogadores ,421º,60 min,Innovation, (2010)
 12 + ,Volkan Baga,Stefan Feld,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1073_t.jpg,"Alocação de Trabalhadores,Posicionamento Secreto,Blefe,Dedução",8.30,7.62,81,2 a 5 jogadores ,424º,75 min,The Name of the Rose, (2008)
 10 + ,Franz Vohwinkel,Reiner Knizia,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/13676_t.jpg,"Construção de Baralho/Peças,Movimento de Área,Movimento em Grades,Seleção de Cartas",8.18,7.62,97,2 a 4 jogadores ,430º,60 min,The Quest for El Dorado, (2017)
 12 + ,Davide Tosello,"Antoine Bauza,Eric M. Lang",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/10522_t.jpg,"Alocação de Trabalhadores,Dedução",8.15,7.62,103,2 a 4 jogadores ,423º,60 min,Victorian Masterminds, (2019)
 14 + ,"Jakub Jablonski,Tomasz Marek Jedruszek,Łukasz Lalko,Piotr Foksowicz,Piotr Cieśliński,Mateusz Bielski",Michał Oracz,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/556_t.jpg,"Gestão de Mão,Colocação de Peças,Eliminação de Jogadores,Jogadores com Diferentes Habilidades,Marcadores e Hexágonos",7.77,7.63,391,2 a 4 jogadores ,420º,30 min,Neuroshima Hex! 3.0, (2006)
 8 + ,Alanna Cervenak,"Carl Chudyk,Chris Cieslik",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/6635_t.jpg,"Gestão de Mão,Colecionar Componentes,Eliminação de Jogadores,Construção a partir de Modelo",7.69,7.63,828,2 a 4 jogadores ,419º,10 min,Red7, (2014)
 10 + ,"Jacqui Davis,David Montgomery","Jamey Stegmaier,Alan Stone",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/658_t.jpg,"Gestão de Mão,Alocação de Trabalhadores,Ordem de Fases Variável,Linha de Tempo",7.96,7.64,170,2 a 6 jogadores ,415º,60 min,Viticulture, (2013)
 14 + ,,"Ben Cichoski,Danny Mandel",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/4351_t.jpg,"Construção de Baralho/Peças,Cooperativo,Eliminação de Jogadores,Jogadores com Diferentes Habilidades,Seleção de Cartas",8.29,7.64,85,1 a 5 jogadores ,414º,45 min,Legendary Encounters: An Alien Deck Building Game, (2014)
 10 + ,Christian Fiore,Alan R. Moon,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/140_t.jpg,"Construção de Rotas,Mercado de Ações,Colecionar Componentes,Seleção de Cartas",8.08,7.62,118,2 a 5 jogadores ,429º,75 min,Airlines Europe, (2011)
 8 + ,"Fréderic Bertrand,Marek Blaha,Andrea Boekhoff,Klemens Franz,Oliver Freudenreich,Inge George,Guido Hoffmann,Alexander Jung,Harald Lieske,Atelier Löwentor,Doris Matthäus,Björn Pertoft,Johann Rüttinger,Barbara Stachuletz,Franz Vohwinkel,Markus Wagner",Uwe Rosenberg,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/595_t.jpg,"Gestão de Mão,Colecionar Componentes,Negociação,Colocação de Peças,Especulação Financeira,Mercado de Ações,Seleção de Cartas",7.70,7.62,737,3 a 5 jogadores ,422º,45 min,Bohnanza, (1997)
 14 + ,"Evan Simonet,Monica Helland,Brian Schomburg,Ben Zweifel","Andrew Fischer,Nathan I Hajek",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/14899_t.jpg,"Gestão de Mão,RPG,Tabuleiro Modular",7.96,7.63,170,1 a 4 jogadores ,417º,180 min,Fallout, (2017)
 12 + ,"Alessandra Cimatoribus,Franz Vohwinkel","Michael Kiesling,Wolfgang Kramer",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/939_t.jpg,"Gestão de Mão,Colocação de Peças,Controle/Influência de Área,Sistema de Pontos de Ação,Cerco de Área,Movimento em Grades",7.91,7.64,198,2 a 4 jogadores ,416º,60 min,Torres, (1999)
 13 + ,"Arnaud Demaegd,Eckhard Freytag,Wolfgang Kramer,Richard Ulrich,Franz Vohwinkel","Wolfgang Kramer,Richard Ulrich,Jens Christopher Ulrich",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/515_t.jpg,"Colocação de Peças,Leilão",8.18,7.64,103,2 a 5 jogadores ,411º,90 min,The Princes of Florence, (2000)
 14 + ,Dox Lucchin,"Dox Lucchin,Pedro Latro",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/12139_t.jpg,"Movimento em Grades,Movimento Ponto-a-Ponto,Ação / Movimento Programado",8.02,7.64,146,2 jogadores ,410º,20 min,Tao Long: The Way of the Dragon, (2018)
 12 + ,Oliver Freudenreich,Rüdiger Dorn,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/533_t.jpg,"Gestão de Mão,Leilão,Force sua sorte",8.31,7.65,83,2 a 4 jogadores ,408º,90 min,Goa, (2004)
 12 + ,"Stephanie Gustafsson,Jason Boles",Scott Caputo,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/13789_t.jpg,"Colocação de Peças,Pegar e Entregar,Sistema de Pontos de Ação,Colecionar Componentes",7.99,7.64,157,2 a 5 jogadores ,413º,75 min,Whistle Stop, (2017)
 12 + ,"Timothy B. Brown,Troy Denning,Terry Dykstra,Jeff Easley,Dawn Murin","Timothy B. Brown,Troy Denning",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1127_t.jpg,"Cooperativo,Rolagem de Dados,RPG",7.99,7.63,153,2 a 8 jogadores ,418º,120 min,The New Easy to Master Dungeons & Dragons, (1991)
 14 + ,"Weberson Santiago,Luis Francisco",Nicolas Robert,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/8496_t.jpg,"Gestão de Mão,Seleção de Cartas,Simulação",7.88,7.64,236,1 a 4 jogadores ,412º,60 min,The Bloody Inn, (2015)
 10 + ,Anne Heidsieck,Benoit Turpin,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/15555_t.jpg,"Force sua sorte,Papel e Caneta,Reconhecimento de Padrão",7.96,7.65,182,1 a 99 jogadores ,404º,25 min,Welcome to..., (2018)
 10 + ,"Mateusz Bielski,Alvin Madden,Ulf Marckwort,Paul Niemeyer,Björn Pertoft,Markus Wagner",Reiner Knizia,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/4447_t.jpg,"Leilão,Colecionar Componentes,Especulação Financeira,Gestão de Mão",7.91,7.65,218,3 a 5 jogadores ,405º,15 min,High Society, (1995)
 12 + ,"Édouard Guiton,Jason Hendricks","Raphaël Guiton,Jean-Baptiste Lullien,Nicolas Raoult",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/10687_t.jpg,"Jogadores com Diferentes Habilidades,Tabuleiro Modular,Movimento em Grades,Rolagem de Dados",8.07,7.65,131,1 a 6 jogadores ,406º,120 min,Massive Darkness, (2017)
 14 + ,"Guilherme Batista,Luiz Henrique Britto","Daniel Alves,Eduardo Cavalcante",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/9868_t.jpg,"Colecionar Componentes,Construção de Baralho/Peças,Controle/Influência de Área,Jogadores com Diferentes Habilidades",8.01,7.65,154,2 a 4 jogadores ,409º,60 min,Os Reinos de Drunagor, (2017)
 13 + ,Eric Sabee,"John Fiorillo,Justin Gary",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1445_t.jpg,"Gestão de Mão,Construção de Baralho/Peças,Seleção de Cartas",7.96,7.65,177,2 a 4 jogadores ,407º,30 min,Ascension: Chronicle of the Godslayer, (2010)
 14 + ,"Magdalena Klepacz,Paweł Niziołek","Jakub Caban,Matt Dembek,Bartosz Idzikowski",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/19806_t.jpg,"Cooperativo,Dedução,Tempo real",8.09,7.67,133,1 a 4 jogadores ,386º,300 min,Escape Tales: The Awakening, (2018)
 10 + ,Diego Sanchez,Marcos Macri,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/8262_t.jpg,"Gestão de Mão,Controle/Influência de Área,Seleção de Cartas",7.90,7.66,225,2 a 4 jogadores ,401º,75 min,Jester, (2015)
 10 + ,"John Austin,Jared Blando,Craig Hamilton,Christopher Moeller",Martin Wallace,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/510_t.jpg,"Colocação de Peças,Construção de Rotas,Leilão",8.16,7.66,111,3 a 5 jogadores ,402º,90 min,Steam, (2009)
 6 + ,Lucas Guidetti Perez,Martin Nedergaard Andersen,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/15400_t.jpg,"Cooperativo,Colocação de Peças,Construção de Rotas",7.74,7.67,808,1 a 4 jogadores ,384º,15 min,Bandido, (2016)
 13 + ,"Rayph Beisner,Raul Ramos,Le Rastislav,Nate Storm,Franz Vohwinkel",Paul Dennen,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/14932_t.jpg,"Construção de Baralho/Peças,Eliminação de Jogadores,Force sua sorte,Movimento de Área",8.67,7.68,57,2 a 4 jogadores ,380º,60 min,Clank! In! Space!, (2017)
 12 + ,Pierô,Antoine Bauza,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/90_t.jpg,"Cooperativo,Jogadores com Diferentes Habilidades,Movimento de Área,Rolagem de Dados,Tabuleiro Modular",7.94,7.65,193,1 a 4 jogadores ,403º,60 min,Ghost Stories, (2008)
 12 + ,Michael Menzel,Harry Wu,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/624_t.jpg,"Construção de Rotas,Leilão,Mercado de Ações,Ação / Movimento Programado",8.10,7.68,135,2 a 6 jogadores ,379º,60 min,Chicago Express, (2007)
 14 + ,Stef Kopinski,Andrea Chiarvesio,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/15437_t.jpg,"Controle/Influência de Área,Jogo em Equipe,Alocação de Trabalhadores,Campanha/ Batalhas Dirigidas por Cartas,Colecionar Componentes,Gestão de Mão,Jogadores com Diferentes Habilidades,Mercado de Ações,Movimento Ponto-a-Ponto,Posicionamento Secreto,Seleção de Cartas",8.06,7.67,146,2 a 6 jogadores ,382º,60 min,Richard the Lionheart, (2017)
 12 + ,"Jeroen Kesselaar,Ynze Moedt","Jeroen Doumen,Joris Wiersinga",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1628_t.jpg,"Controle/Influência de Área,Leilão,Pegar e Entregar",8.74,7.68,53,2 a 5 jogadores ,381º,180 min,Indonesia, (2005)
 11 + ,Joe Van Wetering,"Forrest-Pruzan Creative,Kami Mandell,Andrew Wolf",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/10711_t.jpg,"Construção de Baralho/Peças,Cooperativo",8.31,7.68,89,2 a 4 jogadores ,377º,60 min,Harry Potter: Hogwarts Battle, (2016)
